Date,Time,Open,High,Low,Close,Volume
20201102,00:00:00,1.29255,1.29325,1.29250,1.29301,557158016
20201102,00:05:00,1.29304,1.29306,1.29258,1.29273,761299968
20201102,00:10:00,1.29272,1.29274,1.29222,1.29227,673113984
20201102,00:15:00,1.29227,1.29264,1.29224,1.29259,362003008
20201102,00:20:00,1.29259,1.29260,1.29228,1.29236,601800000
20201102,00:25:00,1.29237,1.29260,1.29229,1.29260,451518016
20201102,00:30:00,1.29259,1.29270,1.29203,1.29209,380703008
20201102,00:35:00,1.29210,1.29218,1.29173,1.29187,456631008
20201102,00:40:00,1.29185,1.29210,1.29171,1.29207,277470016
20201102,00:45:00,1.29207,1.29207,1.29167,1.29187,325487008
20201102,00:50:00,1.29190,1.29198,1.29169,1.29197,193855008
20201102,00:55:00,1.29195,1.29209,1.29159,1.29178,396494016
20201102,01:00:00,1.29178,1.29208,1.29159,1.29198,767939968
20201102,01:05:00,1.29198,1.29268,1.29196,1.29230,548572992
20201102,01:10:00,1.29231,1.29292,1.29230,1.29282,377176000
20201102,01:15:00,1.29281,1.29293,1.29267,1.29276,220575008
20201102,01:20:00,1.29278,1.29307,1.29270,1.29271,399304992
20201102,01:25:00,1.29272,1.29278,1.29237,1.29238,534800000
20201102,01:30:00,1.29238,1.29261,1.29214,1.29220,269616000
20201102,01:35:00,1.29219,1.29270,1.29219,1.29267,246051008
20201102,01:40:00,1.29268,1.29278,1.29247,1.29251,251156992
20201102,01:45:00,1.29249,1.29297,1.29248,1.29290,476200000
20201102,01:50:00,1.29289,1.29315,1.29288,1.29314,629201984
20201102,01:55:00,1.29315,1.29315,1.29279,1.29279,575649984
20201102,02:00:00,1.29280,1.29290,1.29275,1.29288,132602000
20201102,02:05:00,1.29288,1.29321,1.29286,1.29309,345350016
20201102,02:10:00,1.29309,1.29311,1.29287,1.29300,384369984
20201102,02:15:00,1.29301,1.29316,1.29286,1.29295,143050000
20201102,02:20:00,1.29295,1.29320,1.29287,1.29296,355049984
20201102,02:25:00,1.29294,1.29327,1.29288,1.29324,210050000
20201102,02:30:00,1.29323,1.29375,1.29313,1.29375,673449984
20201102,02:35:00,1.29375,1.29391,1.29346,1.29368,956000000
20201102,02:40:00,1.29368,1.29379,1.29355,1.29362,594499968
20201102,02:45:00,1.29362,1.29376,1.29345,1.29370,289049984
20201102,02:50:00,1.29370,1.29393,1.29369,1.29380,401950016
20201102,02:55:00,1.29379,1.29386,1.29366,1.29366,317750016
20201102,03:00:00,1.29366,1.29366,1.29332,1.29352,627003008
20201102,03:05:00,1.29351,1.29357,1.29326,1.29331,430500000
20201102,03:10:00,1.29330,1.29348,1.29319,1.29346,499500000
20201102,03:15:00,1.29348,1.29349,1.29339,1.29341,354000000
20201102,03:20:00,1.29340,1.29354,1.29333,1.29351,313600992
20201102,03:25:00,1.29350,1.29368,1.29343,1.29344,351604000
20201102,03:30:00,1.29345,1.29348,1.29323,1.29324,565000000
20201102,03:35:00,1.29323,1.29325,1.29301,1.29306,477800000
20201102,03:40:00,1.29307,1.29315,1.29280,1.29298,331100000
20201102,03:45:00,1.29295,1.29306,1.29295,1.29300,265500000
20201102,03:50:00,1.29300,1.29305,1.29285,1.29287,471750016
20201102,03:55:00,1.29286,1.29287,1.29253,1.29268,405502016
20201102,04:00:00,1.29267,1.29269,1.29210,1.29212,603356032
20201102,04:05:00,1.29211,1.29216,1.29181,1.29203,505760000
20201102,04:10:00,1.29203,1.29211,1.29132,1.29145,819676992
20201102,04:15:00,1.29145,1.29150,1.29111,1.29130,313526016
20201102,04:20:00,1.29129,1.29160,1.29115,1.29122,251008992
20201102,04:25:00,1.29127,1.29132,1.29091,1.29107,532753984
20201102,04:30:00,1.29107,1.29109,1.29091,1.29094,524249984
20201102,04:35:00,1.29095,1.29099,1.29052,1.29061,449974016
20201102,04:40:00,1.29061,1.29077,1.28993,1.29007,844691968
20201102,04:45:00,1.29007,1.29045,1.29001,1.29044,777996032
20201102,04:50:00,1.29043,1.29065,1.29040,1.29049,420118016
20201102,04:55:00,1.29049,1.29060,1.29038,1.29041,258020992
20201102,05:00:00,1.29038,1.29080,1.29038,1.29069,386511008
20201102,05:05:00,1.29069,1.29088,1.29059,1.29079,449404992
20201102,05:10:00,1.29078,1.29081,1.29068,1.29073,354140000
20201102,05:15:00,1.29073,1.29102,1.29073,1.29082,372689984
20201102,05:20:00,1.29081,1.29091,1.29054,1.29069,445249984
20201102,05:25:00,1.29069,1.29074,1.29055,1.29055,327950016
20201102,05:30:00,1.29055,1.29075,1.29055,1.29062,202250000
20201102,05:35:00,1.29063,1.29082,1.29059,1.29079,181100000
20201102,05:40:00,1.29079,1.29086,1.29067,1.29070,203903008
20201102,05:45:00,1.29070,1.29097,1.29058,1.29079,261703008
20201102,05:50:00,1.29079,1.29081,1.29055,1.29079,264868000
20201102,05:55:00,1.29079,1.29088,1.29025,1.29027,532249984
20201102,06:00:00,1.29026,1.29059,1.29016,1.29028,465848992
20201102,06:05:00,1.29028,1.29030,1.29006,1.29028,771953984
20201102,06:10:00,1.29028,1.29028,1.28997,1.28998,350716992
20201102,06:15:00,1.28998,1.29003,1.28968,1.28977,350395008
20201102,06:20:00,1.28977,1.28992,1.28969,1.28987,148000000
20201102,06:25:00,1.28987,1.28987,1.28934,1.28968,294105984
20201102,06:30:00,1.28969,1.29011,1.28956,1.29008,254659008
20201102,06:35:00,1.29008,1.29071,1.29008,1.29050,445710016
20201102,06:40:00,1.29050,1.29063,1.28957,1.28983,1491353984
20201102,06:45:00,1.28982,1.29044,1.28968,1.29039,1083350016
20201102,06:50:00,1.29039,1.29052,1.29020,1.29041,632350016
20201102,06:55:00,1.29042,1.29063,1.29015,1.29061,1299000064
20201102,07:00:00,1.29061,1.29083,1.28998,1.29070,1495897984
20201102,07:05:00,1.29070,1.29071,1.29013,1.29035,1378855936
20201102,07:10:00,1.29034,1.29058,1.29014,1.29044,1233400064
20201102,07:15:00,1.29046,1.29081,1.29034,1.29073,966860032
20201102,07:20:00,1.29073,1.29157,1.29073,1.29099,1676113024
20201102,07:25:00,1.29100,1.29134,1.29100,1.29131,971006016
20201102,07:30:00,1.29133,1.29144,1.29039,1.29042,1074427008
20201102,07:35:00,1.29042,1.29058,1.29002,1.29033,1240150016
20201102,07:40:00,1.29032,1.29053,1.29003,1.29035,1166674944
20201102,07:45:00,1.29035,1.29108,1.29028,1.29101,1748899968
20201102,07:50:00,1.29101,1.29104,1.29061,1.29090,1011310976
20201102,07:55:00,1.29091,1.29098,1.29002,1.29084,1368153984
20201102,08:00:00,1.29086,1.29119,1.28936,1.28948,2147483647
20201102,08:05:00,1.28951,1.28956,1.28861,1.28890,2147483647
20201102,08:10:00,1.28890,1.28931,1.28762,1.28827,2147483647
20201102,08:15:00,1.28828,1.28845,1.28741,1.28744,2147483647
20201102,08:20:00,1.28746,1.28758,1.28693,1.28708,1812017024
20201102,08:25:00,1.28708,1.28725,1.28629,1.28702,2097518976
20201102,08:30:00,1.28703,1.28738,1.28633,1.28686,2147483647
20201102,08:35:00,1.28686,1.28707,1.28640,1.28647,1966899968
20201102,08:40:00,1.28648,1.28733,1.28614,1.28622,2147483647
20201102,08:45:00,1.28623,1.28640,1.28569,1.28572,2147483647
20201102,08:50:00,1.28571,1.28616,1.28562,1.28581,2147483647
20201102,08:55:00,1.28578,1.28638,1.28542,1.28611,2089760000
20201102,09:00:00,1.28611,1.28714,1.28560,1.28709,2147483647
20201102,09:05:00,1.28708,1.28807,1.28698,1.28787,2147483647
20201102,09:10:00,1.28786,1.28804,1.28743,1.28774,1843102976
20201102,09:15:00,1.28773,1.28794,1.28724,1.28753,1712850048
20201102,09:20:00,1.28752,1.28851,1.28751,1.28846,1385209984
20201102,09:25:00,1.28846,1.28892,1.28829,1.28877,1296862976
20201102,09:30:00,1.28877,1.28960,1.28861,1.28912,1804680960
20201102,09:35:00,1.28912,1.28924,1.28876,1.28877,1442418048
20201102,09:40:00,1.28877,1.28900,1.28826,1.28888,1331297024
20201102,09:45:00,1.28887,1.28939,1.28880,1.28914,771072000
20201102,09:50:00,1.28915,1.28929,1.28806,1.28866,1335885952
20201102,09:55:00,1.28866,1.29144,1.28865,1.29108,1746552064
20201102,10:00:00,1.29108,1.29139,1.29041,1.29052,1023928000
20201102,10:05:00,1.29052,1.29102,1.28993,1.29099,866756992
20201102,10:10:00,1.29099,1.29283,1.29099,1.29204,1436505984
20201102,10:15:00,1.29205,1.29263,1.29186,1.29241,1186136960
20201102,10:20:00,1.29242,1.29294,1.29211,1.29211,908620992
20201102,10:25:00,1.29212,1.29261,1.29165,1.29199,1318754944
20201102,10:30:00,1.29199,1.29245,1.29165,1.29174,927731008
20201102,10:35:00,1.29174,1.29197,1.29114,1.29122,1267431040
20201102,10:40:00,1.29122,1.29147,1.29102,1.29113,1183507968
20201102,10:45:00,1.29111,1.29208,1.29109,1.29183,1202075008
20201102,10:50:00,1.29182,1.29236,1.29150,1.29213,1077699968
20201102,10:55:00,1.29214,1.29255,1.29200,1.29214,1288800000
20201102,11:00:00,1.29212,1.29220,1.29161,1.29205,1109250048
20201102,11:05:00,1.29204,1.29241,1.29163,1.29176,1098099968
20201102,11:10:00,1.29176,1.29182,1.29121,1.29143,654260992
20201102,11:15:00,1.29142,1.29179,1.29106,1.29164,757040000
20201102,11:20:00,1.29165,1.29223,1.29149,1.29210,1012001024
20201102,11:25:00,1.29215,1.29241,1.29146,1.29181,1096205056
20201102,11:30:00,1.29179,1.29226,1.29108,1.29109,929153984
20201102,11:35:00,1.29108,1.29171,1.29092,1.29135,1240103040
20201102,11:40:00,1.29135,1.29193,1.29120,1.29173,836049984
20201102,11:45:00,1.29173,1.29207,1.29118,1.29172,1055329984
20201102,11:50:00,1.29175,1.29239,1.29175,1.29202,688769984
20201102,11:55:00,1.29202,1.29202,1.29046,1.29099,2147483647
20201102,12:00:00,1.29101,1.29172,1.29093,1.29140,978755008
20201102,12:05:00,1.29142,1.29251,1.29141,1.29245,885100032
20201102,12:10:00,1.29246,1.29347,1.29246,1.29298,1321016960
20201102,12:15:00,1.29298,1.29308,1.29267,1.29272,874300992
20201102,12:20:00,1.29272,1.29319,1.29261,1.29299,571766016
20201102,12:25:00,1.29299,1.29311,1.29262,1.29286,744774016
20201102,12:30:00,1.29286,1.29312,1.29263,1.29295,922390016
20201102,12:35:00,1.29294,1.29363,1.29256,1.29258,759100032
20201102,12:40:00,1.29258,1.29303,1.29258,1.29285,630070976
20201102,12:45:00,1.29288,1.29294,1.29260,1.29282,518507008
20201102,12:50:00,1.29283,1.29340,1.29279,1.29289,556540992
20201102,12:55:00,1.29289,1.29339,1.29252,1.29254,1142758016
20201102,13:00:00,1.29252,1.29313,1.29243,1.29308,915216000
20201102,13:05:00,1.29307,1.29333,1.29301,1.29323,805750016
20201102,13:10:00,1.29324,1.29400,1.29311,1.29397,1082702976
20201102,13:15:00,1.29397,1.29404,1.29348,1.29382,1078400000
20201102,13:20:00,1.29383,1.29398,1.29347,1.29376,959950016
20201102,13:25:00,1.29377,1.29404,1.29346,1.29359,893155008
20201102,13:30:00,1.29359,1.29428,1.29307,1.29307,1067912000
20201102,13:35:00,1.29309,1.29323,1.29245,1.29280,1354722944
20201102,13:40:00,1.29281,1.29344,1.29281,1.29314,1002721984
20201102,13:45:00,1.29314,1.29332,1.29261,1.29307,682668992
20201102,13:50:00,1.29308,1.29355,1.29307,1.29322,464859008
20201102,13:55:00,1.29321,1.29386,1.29318,1.29348,516824992
20201102,14:00:00,1.29349,1.29351,1.29268,1.29291,812921984
20201102,14:05:00,1.29291,1.29293,1.29208,1.29212,1095879936
20201102,14:10:00,1.29211,1.29293,1.29187,1.29293,1122648064
20201102,14:15:00,1.29294,1.29321,1.29249,1.29266,1197254016
