Date,Time,Open,High,Low,Close,Volume
20201102,00:00:00,0.70072,0.70150,0.70061,0.70131,751387008
20201102,00:05:00,0.70132,0.70139,0.70120,0.70131,1304770944
20201102,00:10:00,0.70132,0.70135,0.70063,0.70078,2147483647
20201102,00:15:00,0.70078,0.70117,0.70073,0.70110,1663000064
20201102,00:20:00,0.70111,0.70138,0.70107,0.70120,1575399936
20201102,00:25:00,0.70120,0.70137,0.70103,0.70134,710550016
20201102,00:30:00,0.70134,0.70159,0.70086,0.70101,1014249984
20201102,00:35:00,0.70102,0.70112,0.70087,0.70088,1231702016
20201102,00:40:00,0.70087,0.70098,0.70076,0.70092,1152550016
20201102,00:45:00,0.70093,0.70093,0.70016,0.70017,992014976
20201102,00:50:00,0.70015,0.70040,0.69999,0.70009,480976992
20201102,00:55:00,0.70009,0.70027,0.70001,0.70018,413051008
20201102,01:00:00,0.70018,0.70041,0.69993,0.70038,542496000
20201102,01:05:00,0.70037,0.70092,0.70037,0.70077,645601984
20201102,01:10:00,0.70078,0.70146,0.70078,0.70117,943118976
20201102,01:15:00,0.70118,0.70150,0.70101,0.70140,548478016
20201102,01:20:00,0.70139,0.70155,0.70130,0.70138,831892992
20201102,01:25:00,0.70139,0.70151,0.70124,0.70132,991750016
20201102,01:30:00,0.70132,0.70161,0.70118,0.70139,842390016
20201102,01:35:00,0.70139,0.70198,0.70139,0.70193,2147483647
20201102,01:40:00,0.70193,0.70205,0.70159,0.70161,1066249984
20201102,01:45:00,0.70160,0.70233,0.70158,0.70233,1215531008
20201102,01:50:00,0.70232,0.70252,0.70223,0.70239,848590976
20201102,01:55:00,0.70240,0.70242,0.70207,0.70208,521164992
20201102,02:00:00,0.70208,0.70217,0.70191,0.70214,593555008
20201102,02:05:00,0.70213,0.70230,0.70210,0.70217,486420000
20201102,02:10:00,0.70215,0.70217,0.70160,0.70168,730246016
20201102,02:15:00,0.70169,0.70181,0.70125,0.70128,661163008
20201102,02:20:00,0.70127,0.70162,0.70127,0.70142,511711008
20201102,02:25:00,0.70142,0.70164,0.70135,0.70160,433900000
20201102,02:30:00,0.70160,0.70221,0.70159,0.70220,599395008
20201102,02:35:00,0.70220,0.70238,0.70203,0.70230,482500000
20201102,02:40:00,0.70229,0.70236,0.70192,0.70197,615500032
20201102,02:45:00,0.70198,0.70206,0.70165,0.70182,528649984
20201102,02:50:00,0.70183,0.70223,0.70182,0.70201,723190016
20201102,02:55:00,0.70202,0.70206,0.70179,0.70180,399500000
20201102,03:00:00,0.70179,0.70186,0.70168,0.70178,1024200000
20201102,03:05:00,0.70178,0.70178,0.70149,0.70156,724000000
20201102,03:10:00,0.70157,0.70184,0.70149,0.70181,328350016
20201102,03:15:00,0.70183,0.70184,0.70164,0.70165,367512000
